sessdef,family,rule,fill_rate,win,loss,meanR_gross_trig,n_trig,n_opp,meanR_trig,meanR_opp,medR_trig,trig_ci_lo,trig_ci_hi,p_trig_vs_zero,diff,diff_ci_lo,diff_ci_hi,p_diff
BROKER,D3a INVALID (incl. gap-through),stop 0.5 ATR / target 0.5 ATR (1.0R),0.3819702602230483,0.3771186440677966,0.25,0.06248771142805994,236,175,0.0020584043400629433,-0.06086278437419419,0.015526906861605846,-0.15636410313911697,0.16838663790546146,0.98,0.06292118871425714,-0.1591178141840338,0.28373929751885424,0.615
BROKER,D3a INVALID (incl. gap-through),stop 0.5 ATR / target 1.0 ATR (2.0R),0.3819702602230483,0.1864406779661017,0.2838983050847458,0.055499602303849635,236,175,-0.004929704784147362,-0.16556518206603202,-0.359588501944509,-0.20742299238073292,0.20496793021200357,0.995,0.16063547728188465,-0.10322453470650426,0.4081204221604904,0.20666666666666667
BROKER,D3a INVALID (incl. gap-through),stop 0.5 ATR / target 1.5 ATR (3.0R),0.3819702602230483,0.1016949152542373,0.2923728813559322,0.0915347377221622,236,175,0.03110543063416521,-0.1446086066789083,-0.3703058063849277,-0.1953707136377292,0.2594206110632217,0.8366666666666667,0.1757140373130735,-0.10660596467890807,0.48148743450451115,0.22
BROKER,D3a INVALID (incl. gap-through),stop 0.75 ATR / target 0.5 ATR (0.7R),0.3819702602230483,0.3940677966101695,0.16101694915254236,0.03968347363326403,236,175,-0.000602731092067318,-0.05313829279652906,0.09206555621365423,-0.12075559704161316,0.11582743933188445,0.9716666666666667,0.05253556170446174,-0.11116987044497265,0.20357729607686048,0.5633333333333334
BROKER,D3a INVALID (incl. gap-through),stop 0.75 ATR / target 1.0 ATR (1.3R),0.3819702602230483,0.19491525423728814,0.17372881355932204,0.044907262859035686,236,175,0.004621058133704371,-0.13101285222392026,-0.14432459108632648,-0.12868656048691557,0.1430849412089495,0.9966666666666667,0.13563391035762462,-0.03883301556713965,0.3057472072962987,0.14166666666666666
BROKER,D3a INVALID (incl. gap-through),stop 0.75 ATR / target 1.5 ATR (2.0R),0.3819702602230483,0.1059322033898305,0.18220338983050846,0.06252497997990683,236,175,0.022238775254575488,-0.11894656387059965,-0.18540655373629314,-0.13393245612381727,0.173898320132256,0.7766666666666666,0.14118533912517514,-0.0647730429016906,0.34168765961633196,0.19166666666666668
BROKER,D3b short break of Friday low,stop 0.25 ATR / target 0.5 ATR (2.0R),0.30656934306569344,0.34545454545454546,0.16363636363636364,0.06946385840002851,165,129,-0.047940576402631795,-0.09329439699780039,-0.32974029876805044,-0.31456561946734124,0.23828096570179552,0.78,0.04535382059516859,-0.3220224825249697,0.4614423759315721,0.7883333333333333
BROKER,D3b short break of Friday low,stop 0.25 ATR / target 1.0 ATR (4.0R),0.30656934306569344,0.12121212121212122,0.17575757575757575,-0.054611397797063345,165,129,-0.17201583259972364,-0.2533486272149105,-0.7223809886014254,-0.5841944579091948,0.2060690525026246,0.395,0.08133279461518689,-0.47375535893651244,0.6233316736005884,0.795
BROKER,D3b short break of Friday low,stop 0.25 ATR / target 1.5 ATR (6.0R),0.30656934306569344,0.07272727272727272,0.17575757575757575,-0.01132898837255673,165,129,-0.128733423175217,-0.24554308352426063,-0.7290067967550498,-0.5409552488090228,0.2780023172320954,0.5466666666666666,0.11680966034904364,-0.45037941610107307,0.6701956758803825,0.6783333333333333
BROKER,D3b short break of Friday low,stop 0.5 ATR / target 0.5 ATR (1.0R),0.30656934306569344,0.3575757575757576,0.18787878787878787,0.0027671263161455277,165,129,-0.05593509108518462,-0.06628428379788863,-0.05173687238898693,-0.2049895778977046,0.11095361726209557,0.49333333333333335,0.010349192712704007,-0.20023977783095218,0.2306418386927554,0.9133333333333333
BROKER,D3b short break of Friday low,stop 0.5 ATR / target 1.0 ATR (2.0R),0.30656934306569344,0.12121212121212122,0.20606060606060606,-0.03766353607828778,165,129,-0.09636575347961794,-0.14022904177841847,-0.3579865095883053,-0.3026187315080979,0.10388250048817464,0.3566666666666667,0.043863288298800526,-0.20779880308489762,0.3236682888542235,0.7566666666666667
BROKER,D3b short break of Friday low,stop 0.5 ATR / target 1.5 ATR (3.0R),0.30656934306569344,0.07878787878787878,0.20606060606060606,0.003781426803258779,165,129,-0.05492079059807136,-0.13632626993309355,-0.3611904943007127,-0.2786697659936305,0.20597235968019723,0.67,0.08140547933502218,-0.20708105590549106,0.4118149740967322,0.58
BROKER,D3b short break of Friday low,stop 0.75 ATR / target 0.5 ATR (0.7R),0.30656934306569344,0.37575757575757573,0.11515151515151516,0.006305486100167224,165,129,-0.03282932550071954,-0.05177057674863704,0.051486299770599125,-0.15362098938693014,0.07162674947965453,0.5383333333333333,0.018941251247917498,-0.1350580617541438,0.17008919843630046,0.865
BROKER,D3b short break of Friday low,stop 0.75 ATR / target 1.0 ATR (1.3R),0.30656934306569344,0.12727272727272726,0.12727272727272726,-0.021037652359528865,165,129,-0.060172463960415624,-0.10531747113578852,-0.1710936849891891,-0.20957695863344075,0.09243400733243327,0.43666666666666665,0.04514500717537289,-0.1505677046645924,0.24904762232191402,0.635
BROKER,D3b short break of Friday low,stop 0.75 ATR / target 1.5 ATR (2.0R),0.30656934306569344,0.07878787878787878,0.12727272727272726,-0.0025697785109559507,165,129,-0.041704590111842715,-0.10271562323890522,-0.2012216514979576,-0.19607080597391688,0.11773704702633327,0.6216666666666667,0.061011033127062506,-0.12783547781759577,0.272972235472585,0.515
