control,dataset,asset_group,session_def,B_weekday,n_eligible,n_trigger,touches,hit_rate,ci95_lo,ci95_hi,base_rate_all,opposite_rate,uplift_vs_opposite,uplift_ci_lo,uplift_ci_hi,fisher_p,cohens_h,logit_beta_controlled,logit_z_controlled,n,recon_accuracy,observed_uplift,shuffle_mean,shuffle_sd,shuffle_p,shuffle_q95,randtrig_mean,randtrig_sd
upside_symmetry,Dukascopy_1m,FX,BROKER,Wed,3331.0,1731.0,1051.0,0.607163489312536,0.5839435478873498,0.6299088465857436,0.5100570399279496,0.405,0.20216348931253603,0.16858705788777778,0.2350830161171018,1.435169041325564e-31,0.40716489107465637,0.07936831886176302,0.914700336971035,,,,,,,,,
upside_symmetry,Dukascopy_1m,US_INDEX,BROKER,Wed,1108.0,607.0,393.0,0.6474464579901154,0.6086201459210466,0.6844182479456401,0.5550541516245487,0.4431137724550898,0.20433268553502554,0.14582577579147638,0.26096711070921896,9.421938441510926e-12,0.4133627933713875,0.0739591471120356,0.48152162577989266,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,COMMOD,BROKER,Wed,1662.0,774.0,342.0,0.4418604651162791,0.407247129018717,0.4770480586710067,0.5030084235860409,0.5563063063063063,-0.11444584119002721,-0.1618331986020476,-0.06630772373769879,3.7165745044497863e-06,-0.22939470773458148,0.13654026050648352,1.068626090620789,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,CRYPTO,BROKER,Wed,486.0,231.0,89.0,0.3852813852813853,0.32488700819351335,0.44942882059519074,0.43209876543209874,0.4745098039215686,-0.08922841864018333,-0.17521907962224353,-0.0010822161248121992,0.0542059487446304,-0.18049694758914203,-0.06422401129378133,-0.28419977175239053,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,FX,BROKER,Wed,3331.0,1591.0,691.0,0.43431803896920174,0.4101492422571698,0.4588032490114324,0.5100570399279496,0.5793103448275863,-0.14499230585838452,-0.17835331484519726,-0.11116118826398602,7.350670299451643e-17,-0.2910381983863739,-0.07187014530294804,-0.8059337988428905,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,US_INDEX,BROKER,Wed,1108.0,485.0,229.0,0.47216494845360824,0.4281283766455121,0.5166389921755853,0.5550541516245487,0.6195826645264848,-0.14741771607287657,-0.20511532922876266,-0.08843327738350834,1.065817384960853e-06,-0.297205040230456,-0.033842995234460674,-0.22968794508781115,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,COMMOD,BROKER,Thu,1668.0,826.0,398.0,0.48184019370460046,0.44792767830032304,0.5159208379661048,0.4316546762589928,0.3824228028503563,0.09941739085424417,0.05189664231270856,0.1463182441215803,4.968144503678122e-05,0.20104981148599577,-0.18172542145425344,-1.5549416360374249,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,CRYPTO,BROKER,Thu,488.0,277.0,130.0,0.4693140794223827,0.41136521231176365,0.5281024144717383,0.4405737704918033,0.4028436018957346,0.06647047752664809,-0.022374231893911037,0.1532776565752368,0.16739821157213572,0.13414641201872257,-0.44213304488853944,-1.940038506850854,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,FX,BROKER,Thu,3338.0,1638.0,938.0,0.5726495726495726,0.548550293309744,0.5964088918304283,0.48741761533852607,0.4052941176470588,0.1673554550025138,0.13367687391904914,0.20049253180995086,3.6053736338690574e-22,0.336378351628126,-0.06552242022029117,-0.7716043403697401,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,US_INDEX,BROKER,Thu,1112.0,493.0,247.0,0.5010141987829615,0.4570412340207654,0.5449714804623891,0.40827338129496404,0.3344103392568659,0.16660385952609558,0.10842989937563677,0.22344936953049963,2.177802026129515e-08,0.33958155383473043,0.29050327283685545,2.0489097102394225,,,,,,,,,
upside_symmetry,Dukascopy_1m,COMMOD,BROKER,Thu,1668.0,881.0,515.0,0.5845629965947786,0.5517236999964061,0.6166680480559346,0.511990407673861,0.4307496823379924,0.15381331425678624,0.10592878018560059,0.20070473347332835,4.297876940821768e-10,0.3088901183061237,-0.2603599317353263,-2.065475092790226,,,,,,,,,
upside_symmetry,Dukascopy_1m,CRYPTO,BROKER,Thu,488.0,266.0,136.0,0.5112781954887218,0.4514752792028547,0.5707599993426371,0.430327868852459,0.3333333333333333,0.17794486215538846,0.0900738368288279,0.26152176330073656,7.958411251260113e-05,0.3623952136169033,-0.15337654227897868,-0.6657858624058652,,,,,,,,,
upside_symmetry,Dukascopy_1m,FX,BROKER,Thu,3338.0,1697.0,952.0,0.5609899823217442,0.5372670984563142,0.5844373666638663,0.4703415218693829,0.376599634369287,0.18439034795245723,0.15085320241324154,0.21732587993968822,1.2940862063610935e-26,0.3716619672475918,-0.030989678992121086,-0.3593718929469899,,,,,,,,,
upside_symmetry,Dukascopy_1m,US_INDEX,BROKER,Thu,1112.0,575.0,374.0,0.6504347826086957,0.6105786780826522,0.6882941779709942,0.5584532374100719,0.45996275605214154,0.19047202655655415,0.13236125776522725,0.24680945769004103,1.9673071543423227e-10,0.38576464453343107,-0.11151330093558802,-0.7061107568301586,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,COMMOD,BROKER,Thu,1668.0,826.0,399.0,0.4830508474576271,0.44912984744132345,0.5171287677406758,0.511990407673861,0.5403800475059383,-0.05732920004831116,-0.10493564104362108,-0.009353363025668318,0.021292234313417268,-0.11475294300269079,0.3277452075995687,2.6282252441323286,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,CRYPTO,BROKER,Thu,488.0,277.0,113.0,0.40794223826714804,0.35171001804209556,0.46669286230841056,0.430327868852459,0.4597156398104265,-0.051773401543278474,-0.13952419547718617,0.03653150095957626,0.2688429808748559,-0.10451578417062413,0.13632254029908342,0.6012230117231183,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,FX,BROKER,Thu,3338.0,1638.0,685.0,0.4181929181929182,0.39452411250309855,0.44224453616258946,0.4703415218693829,0.5205882352941177,-0.10239531710119948,-0.13587225819289292,-0.06858144568035926,3.6078071385579784e-09,-0.2055411959928095,0.1919502461758411,2.1724220884801086,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,US_INDEX,BROKER,Thu,1112.0,493.0,255.0,0.5172413793103449,0.4731688043493847,0.5610473418642412,0.5584532374100719,0.5912762520193862,-0.0740348727090413,-0.13225923592030742,-0.01526759044420467,0.015031776471175672,-0.14909236191026154,0.36179531393886105,2.3869880132004613,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,COMMOD,BROKER,Fri,1632.0,807.0,399.0,0.4944237918215613,0.46003715383441535,0.5288632657209811,0.42830882352941174,0.36363636363636365,0.13078742818519767,0.08285890820667802,0.17788279232122656,1.094467599315814e-07,0.2650739832108917,-0.03159410198301884,-0.26994616306698777,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,CRYPTO,BROKER,Fri,486.0,277.0,125.0,0.45126353790613716,0.39372749173216803,0.5101328566886881,0.4218106995884774,0.3827751196172249,0.06848841828891228,-0.020167689851382883,0.15487236991167647,0.1384567576426697,0.1390245786019757,-0.023182100508907996,-0.11574816769432335,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,FX,BROKER,Fri,3342.0,1770.0,882.0,0.49830508474576274,0.4750408008308394,0.52157670973068,0.43087971274685816,0.3549618320610687,0.14334325268469406,0.10993166053800082,0.1762561750761202,7.189546087412977e-17,0.29091676529922794,0.004849080734005022,0.05838762375438444,,,,,,,,,
adjacent_weekday_down,Dukascopy_1m,US_INDEX,BROKER,Fri,1092.0,484.0,242.0,0.5,0.4556310917517261,0.5443689082482739,0.38278388278388276,0.2894736842105263,0.21052631578947367,0.15257362198185298,0.2668147617921039,1.2219308537394682e-12,0.4346055256073673,0.4995596681273726,3.466991624590737,,,,,,,,,
upside_symmetry,Dukascopy_1m,COMMOD,BROKER,Fri,1632.0,924.0,566.0,0.6125541125541125,0.5807381581355029,0.6434380715668995,0.5098039215686274,0.3757062146892655,0.236847897864847,0.18861256337702983,0.283460554603301,2.356329019007159e-21,0.4782758892145418,0.28179426087677595,2.239313266368932,,,,,,,,,
upside_symmetry,Dukascopy_1m,CRYPTO,BROKER,Fri,486.0,273.0,160.0,0.5860805860805861,0.5268549888944618,0.6429172706515378,0.51440329218107,0.4225352112676056,0.16354537481298048,0.07402163129146093,0.24943051530871752,0.00036638970261097326,0.3285793503189913,0.09936152060455504,0.47011528602745295,,,,,,,,,
upside_symmetry,Dukascopy_1m,FX,BROKER,Fri,3342.0,1714.0,947.0,0.5525087514585765,0.528877476577161,0.5759051848702877,0.46199880311190905,0.3667076167076167,0.18580113475095977,0.15233473066418352,0.2186585100174846,3.894890243963859e-27,0.3750593208893427,0.003659160009536806,0.04290460524542708,,,,,,,,,
upside_symmetry,Dukascopy_1m,US_INDEX,BROKER,Fri,1092.0,648.0,430.0,0.6635802469135802,0.6263319995832631,0.6989004586030395,0.5732600732600732,0.44144144144144143,0.22213880547213877,0.16256401003039445,0.279730772339427,3.9373884530186074e-13,0.4506836595232544,-0.21364924372837893,-1.2467504590788845,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,COMMOD,BROKER,Fri,1632.0,807.0,369.0,0.45724907063197023,0.423161852075796,0.49174136451557665,0.5098039215686274,0.5612121212121212,-0.10396305058015093,-0.1517568492922779,-0.055482476622156614,3.141028026424622e-05,-0.20833851388350388,-0.027440250209852066,-0.21775704422681663,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,CRYPTO,BROKER,Fri,486.0,277.0,128.0,0.4620938628158845,0.40430102059935263,0.5209236948390912,0.51440329218107,0.583732057416268,-0.1216381946003835,-0.208413441461951,-0.03190914662285567,0.01019388554935682,-0.244141979342555,-0.3404068496355738,-1.662290859895688,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,FX,BROKER,Fri,3342.0,1770.0,744.0,0.42033898305084744,0.3975399736130161,0.44348302277839613,0.46199880311190905,0.5089058524173028,-0.08856686936645536,-0.12215199227309037,-0.05471490238181949,3.192557064220184e-07,-0.17781652358581268,0.024332287301757922,0.28267800017405886,,,,,,,,,
placebo_wrong_direction,Dukascopy_1m,US_INDEX,BROKER,Fri,1092.0,484.0,252.0,0.5206611570247934,0.47616715290440226,0.5648297727122682,0.5732600732600732,0.6151315789473685,-0.09447042192257504,-0.15287778625398166,-0.035359798596231076,0.002061226487236296,-0.19101401588416556,0.3246228852618522,2.0948055205752847,,,,,,,,,
weekly_analogue,Dukascopy_1m,CRYPTO,WEEKLY(broker days),week,486.0,232.0,112.0,0.4827586206896552,0.419263953230393,0.5468149540151637,0.43004115226337447,0.38188976377952755,0.10086885691012765,0.012758919417193662,0.18699322439331773,0.027802865037906,0.20398479917517642,-0.17057716846477847,-0.8105006543483895,,,,,,,,,
weekly_analogue,Dukascopy_1m,ENERGY,WEEKLY(broker days),week,556.0,249.0,124.0,0.4979919678714859,0.43639271251723016,0.5596522399021071,0.45143884892086333,0.41368078175895767,0.08431118611252825,0.0011784162129662296,0.16607253213329512,0.04919208653623462,0.16949162456435318,-0.32536022227544165,-1.5658041757898267,,,,,,,,,
weekly_analogue,Dukascopy_1m,FX,WEEKLY(broker days),week,3336.0,1676.0,931.0,0.5554892601431981,0.5315994861301907,0.5791252486495893,0.4790167865707434,0.4018072289156627,0.15368203122753543,0.11997087597513711,0.18689373822602676,6.24190277283091e-19,0.30887790813504523,-0.005112259474331124,-0.06123043132775701,,,,,,,,,
weekly_analogue,Dukascopy_1m,INDEX,WEEKLY(broker days),week,1112.0,399.0,191.0,0.47869674185463656,0.4301178169481453,0.5276819585522041,0.39568345323741005,0.3492286115007013,0.12946813035393528,0.06917281411850651,0.18915353733155493,3.138838829128401e-05,0.2636909184005132,0.04117900839144965,0.25397377756285733,,,,,,,,,
weekly_analogue,Dukascopy_1m,METAL,WEEKLY(broker days),week,1112.0,507.0,253.0,0.4990138067061144,0.4556627287900288,0.5423797167031218,0.4172661870503597,0.3487603305785124,0.15025347612760198,0.09206024713779712,0.20720256676234355,5.269013597573603e-07,0.3053203854504569,0.023153171135973705,0.16005328345656702,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,CRYPTO,SESSION3(UTC blocks),ASIA->LONDON,3197.0,1933.0,861.0,0.4454216244180031,0.42339518727828096,0.4676645589704007,0.4216452924616828,0.3852848101265823,0.060136814291420815,0.025184893705985888,0.0946907413682089,0.0007558094842766217,0.12211771875340549,-0.08160113845608179,-0.9573596071637928,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,CRYPTO,SESSION3(UTC blocks),LONDON->NY,3216.0,1770.0,1104.0,0.6237288135593221,0.6009148517725723,0.646006877236511,0.5612562189054726,0.4847856154910097,0.1389431980683124,0.1045290478032758,0.17294350580074327,3.507588980145474e-15,0.2804888568829742,0.1320697825045439,1.6549700218117418,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,CRYPTO,SESSION3(UTC blocks),NY->ASIA,3198.0,1301.0,519.0,0.398923904688701,0.37265057636262744,0.4257923699262669,0.3424015009380863,0.3036373220875066,0.09528658260119438,0.06160691623621749,0.12894854921032417,2.959125664723154e-08,0.20003819069518114,0.038170626818442986,0.46903494244046706,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,ENERGY,SESSION3(UTC blocks),ASIA->LONDON,2759.0,1955.0,1361.0,0.6961636828644501,0.6754085010473434,0.7161494765246477,0.6549474447263501,0.554726368159204,0.14143731470524612,0.10159215602274169,0.18133677740798676,2.134127948104436e-12,0.29348799464610464,0.07239580568693858,0.7127437338635284,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,ENERGY,SESSION3(UTC blocks),LONDON->NY,2761.0,948.0,665.0,0.7014767932489452,0.6715811988450576,0.729746140345744,0.6001448750452735,0.5471594043022614,0.1543173889466838,0.11672630257221725,0.1907540237265382,2.4321257657272725e-15,0.3202825328328509,0.05760153575481397,0.5984444658531691,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,ENERGY,SESSION3(UTC blocks),NY->ASIA,2760.0,993.0,287.0,0.2890231621349446,0.2616841223392854,0.3179882555575019,0.21485507246376812,0.1731748726655348,0.11584828946940981,0.0829233975067043,0.149397972895676,2.808053143003713e-12,0.2767985972572632,0.06064387177365746,0.5566905524358111,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,FX,SESSION3(UTC blocks),ASIA->LONDON,16666.0,10682.0,6718.0,0.6289084441115896,0.6197023545502742,0.6380218509428452,0.5802232089283571,0.49331550802139035,0.1355929360901993,0.11993350252819981,0.15119110070098976,1.4390111627421462e-64,0.27413140486887966,0.0058016010673990715,0.1492216447354714,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,FX,SESSION3(UTC blocks),LONDON->NY,16668.0,6762.0,4267.0,0.6310263235729074,0.6194540522429343,0.6424498086123666,0.5259179265658748,0.45416919038966286,0.17685713318324459,0.16167943961564568,0.19189855272201337,1.6102497624541637e-112,0.3569390295408845,0.05116953822914753,1.3671031636906983,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,FX,SESSION3(UTC blocks),NY->ASIA,16662.0,7755.0,3181.0,0.41018697614442295,0.39928680654595095,0.42117607990517547,0.3425759212579522,0.28370944201190074,0.12647753413252222,0.11204895169179832,0.14085249705838235,6.012992476888765e-66,0.26674734753489227,-0.08935108615485596,-2.310799412722361,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,INDEX,SESSION3(UTC blocks),ASIA->LONDON,4660.0,3290.0,1879.0,0.5711246200607902,0.554139869997739,0.5879434712470942,0.5405579399141631,0.46715328467153283,0.1039713353892574,0.07251717823441783,0.1351813300916483,1.04376067560955e-10,0.2084741677213271,0.15868269276904412,2.126370488174036,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,INDEX,SESSION3(UTC blocks),LONDON->NY,5512.0,2207.0,1580.0,0.7159039420027187,0.6967262912591391,0.7343313027613515,0.6611030478955007,0.6245083207261725,0.09139562127654621,0.06619050129956455,0.11622753595379162,1.9825114371252317e-12,0.1948314201866952,0.05376786494732892,0.832984013773169,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,INDEX,SESSION3(UTC blocks),NY->ASIA,4662.0,1290.0,407.0,0.31550387596899226,0.29072387851772763,0.34137942381897224,0.21063921063921065,0.17052194543297747,0.1449819305360148,0.11696765362952907,0.17363958195555293,6.302051949611183e-26,0.34150557663198067,0.18467129060528617,2.136574240158194,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,INDEX,SESSION3(UTC blocks),NY->LONDON,856.0,197.0,60.0,0.30456852791878175,0.24454791548733879,0.3720651062855038,0.2266355140186916,0.20333839150227617,0.10123013641650558,0.03301925683464492,0.17468073671450726,0.003603476090510032,0.23361206138217094,0.08014920831008204,0.38800440674382725,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,METAL,SESSION3(UTC blocks),ASIA->LONDON,5522.0,3452.0,1904.0,0.5515643105446119,0.5349255639269497,0.5680884210147916,0.49710249909453097,0.406280193236715,0.14528411730789687,0.1182459472720206,0.17197835220008983,1.1759567278506207e-25,0.29186721560305595,-0.008504474069814317,-0.12354762813386268,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,METAL,SESSION3(UTC blocks),LONDON->NY,5524.0,2538.0,1614.0,0.6359338061465721,0.6170217137191886,0.6544350278512044,0.5711440984793628,0.5160750167448092,0.11985878940176298,0.09382409371318715,0.14562530320032663,2.623288060763719e-19,0.24317763616718957,-0.022649046997114963,-0.3632945368106038,,,,,,,,,
intraday_session_analogue,Dukascopy_1m,METAL,SESSION3(UTC blocks),NY->ASIA,5522.0,2283.0,876.0,0.38370565045992117,0.36396931334237725,0.40383269236647823,0.30387540746106484,0.24760728619944428,0.1360983642604769,0.11121313579141391,0.16093944980832156,5.344989602487354e-27,0.2943948473328557,-0.0006899254893349173,-0.010101037879842189,,,,,,,,,
placebo_path_shuffle,Duka US_INDEX RTH Fri->Mon,,,,,,,,,,,,,,,,,,,1036.0,1.0,0.1711707304222818,0.0839133157460965,0.0280018047497769,0.001,0.1274671368304587,-0.0027740918174188,0.0306611992636711
placebo_path_shuffle,Duka US_INDEX BROKER Fri->Mon,,,,,,,,,,,,,,,,,,,1076.0,1.0,0.205660740870479,0.1134721043874244,0.0257463162108851,0.0,0.1557840441369646,0.0007882301427445,0.0313654024576314
placebo_path_shuffle,Duka FX BROKER Fri->Mon,,,,,,,,,,,,,,,,,,,3327.0,0.9990982867448152,0.1405549354794493,0.1587163173571268,0.0140046740024928,0.905,0.1813240147860954,-0.0001146596870029,0.016898618001385
placebo_path_shuffle,Duka US_INDEX BROKER Mon-Thu,,,,,,,,,,,,,,,,,,,4424.0,1.0,0.1169598460140083,0.0940287671095546,0.0133545644025654,0.056,0.1176865843714912,0.0005333953777468,0.0157295680794313
placebo_path_shuffle,YF ES+NQ Fri->Mon,,,,,,,,,,,,,,,,,,,2369.0,0.9995778809624314,0.1919735265279442,0.1079144249459578,0.0180068721185006,0.0,0.1377658384986324,0.001437538345537,0.0222903867471109
