sessdef,scope,measure,n_trig,n_opp,trig,opp,diff,ci_lo,ci_hi,p
RTH,opens INSIDE Fri range,Blow_by60,247,356,0.22672064777327935,0.19101123595505617,0.03570941181822318,-0.04327172150405016,0.11254706305691439,0.35733333333333334
RTH,opens INSIDE Fri range,net30_atr,247,356,-0.001972185439527357,-0.017239167055580987,0.01526698161605363,-0.0367162131047109,0.0691231917514721,0.5253333333333333
RTH,opens INSIDE Fri range,net60_atr,247,356,0.014953749625965254,-0.011704075550905418,0.026657825176870674,-0.04402618967440501,0.09915885100921724,0.48533333333333334
RTH,opens INSIDE Fri range,ret_close_atr,247,356,0.03402339612772884,0.09081613641835586,-0.05679274029062702,-0.16415309303015266,0.04929706665802511,0.32133333333333336
RTH,opens INSIDE Fri range,mfe_down_atr,247,356,0.44323609575764583,0.3195327877221976,0.12370330803544821,0.04405852560191133,0.20312222344094802,0.0013333333333333333
RTH,opens INSIDE Fri range,mfe_up_atr,247,356,0.4083040842502024,0.3706650194864645,0.037639064763737906,-0.023262684182704593,0.09926220763632,0.208
RTH,opens INSIDE Fri range,first_move_dn,247,356,0.4331983805668016,0.3848314606741573,0.0483669198926443,-0.0379267947219241,0.13708389837403337,0.29733333333333334
RTH,opens INSIDE Fri range,or15_dn,247,356,0.46153846153846156,0.45786516853932585,0.0036732929991357133,-0.09189907448004551,0.10711785992892434,0.9333333333333333
RTH,opens INSIDE Fri range,or30_dn,247,356,0.4251012145748988,0.42134831460674155,0.003752899968157253,-0.09298322938653585,0.10116269419168206,0.9573333333333334
RTH,opens INSIDE Fri range,dir60_up,247,356,0.5991902834008097,0.5702247191011236,0.02896556429968611,-0.06903304475389337,0.12158916505182692,0.5533333333333333
RTH,opens INSIDE Fri range,pen_after_Blow_atr,95,103,0.44340890432713376,0.34125162529817976,0.102157279028954,-0.007714213475586996,0.2237549554412325,0.07733333333333334
RTH,opens INSIDE Fri range,bounce_after_Blow_atr,95,103,0.33879392913891293,0.32814224422421945,0.010651684914693482,-0.07193850566083598,0.09357640126198204,0.7933333333333333
RTH,opens INSIDE Fri range,mae_before_Blow_atr,95,103,0.15183626317690296,0.1329240766574273,0.018912186519475654,-0.023167177715576873,0.06324999380753299,0.41333333333333333
RTH,opens ABOVE Fri range,touch_Blow,111,156,0.11711711711711711,0.04487179487179487,0.07224532224532224,-0.006030401680099439,0.15475281083919182,0.06533333333333333
RTH,opens ABOVE Fri range,seq_low_first,111,156,0.0,0.0,0.0,0.0,0.0,2.0
