sessdef,group,n_trig,touch,touch_opp,pen>0.05R,pen>0.05R_opp,pen>0.25R,pen>0.25R_opp,pen>0.25ATR,pen>0.25ATR_opp,close_below,close_below_opp,gap_below,gap_below_opp,dir_down,dir_down_opp
RTH,US_INDEX,467,0.46466809421841543,0.29349736379613356,0.44967880085653106,0.27065026362038663,0.36616702355460384,0.19859402460456943,0.3554603854389722,0.17750439367311072,0.24839400428265523,0.14411247803163443,0.2334047109207709,0.10017574692442882,0.4625267665952891,0.4358523725834798
RTH,FX,1685,0.44094955489614246,0.4204056545789797,0.42136498516320475,0.39520590043023973,0.3548961424332344,0.32145052243392747,0.3062314540059347,0.28887523048555624,0.286053412462908,0.28088506453595574,0.2599406528189911,0.2501536570374923,0.5014836795252225,0.5113706207744315
RTH,COMMOD,767,0.4589308996088657,0.3929440389294404,0.44198174706649285,0.3771289537712895,0.3663624511082138,0.30900243309002434,0.3428943937418514,0.2712895377128954,0.30378096479791394,0.25547445255474455,0.26727509778357234,0.2141119221411192,0.5176010430247718,0.49635036496350365
RTH,ALL,3180,0.44528301886792454,0.3939393939393939,0.4286163522012579,0.3722943722943723,0.35786163522012576,0.3002473716759431,0.3238993710691824,0.2690166975881262,0.28553459119496855,0.2523191094619666,0.2578616352201258,0.21645021645021645,0.4959119496855346,0.49505256648113793
BROKER,US_INDEX,475,0.4968421052631579,0.2911813643926789,0.47578947368421054,0.27287853577371046,0.3663157894736842,0.19633943427620631,0.3663157894736842,0.18302828618968386,0.2168421052631579,0.12312811980033278,0.14947368421052631,0.07653910149750416,0.4694736842105263,0.43926788685524126
BROKER,FX,1761,0.49687677455990914,0.3563218390804598,0.4457694491766042,0.3167305236270754,0.29074389551391255,0.1909323116219668,0.2822260079500284,0.1839080459770115,0.24077228847245882,0.15964240102171137,0.07722884724588303,0.05491698595146871,0.3901192504258944,0.39208173690932313
BROKER,COMMOD,800,0.495,0.36633663366336633,0.46875,0.3502475247524752,0.3325,0.2264851485148515,0.33,0.22772277227722773,0.24875,0.1905940594059406,0.06125,0.03217821782178218,0.5025,0.5024752475247525
BROKER,ALL,3311,0.492600422832981,0.34809927741124724,0.45484747810329207,0.3191957273012881,0.31803080640289944,0.20609487904492618,0.31017819389912415,0.19918316054037072,0.24041075203865903,0.16211121583411875,0.09241920869827847,0.05780710021991831,0.440048323769254,0.43418158969525605
